,username,name,avatar,rating,total_points,results
956,messiboca,Diego Flores,https://images.chesscomfiles.com/uploads/v1/user/56091202.d4efb1ef.200x200o.591c3dc059c5.jpg,2772,47,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 7.0, '-', 6.5, 7.5, 8.0, '-', 8.0, '-', '-', 7.0, '-', '-', '-', 3.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1333,tenismaster,Yuniesky Quesada,https://images.chesscomfiles.com/uploads/v1/user/30238538.2d97cff1.200x200o.7752b86e1ca9.jpeg,2000,46.5,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 7.5, '-', 7.5, '-', 8.0, '-', 8.5, '-', 8.0, '-', '-', '-', '-', '-', '-', '-', 7.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
230,checkbits,Harmen Jonkman,https://images.chesscomfiles.com/uploads/v1/user/215952313.d0a6c55d.200x200o.f04e0a8ae2b8.jpg,2410,46.5,"['-', '-', '-', '-', '-', '-', '-', '-', '-', 5.0, '-', 5.5, '-', 5.5, '-', 6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 3.0, '-', '-', '-', '-', '-', '-', '-', 5.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', 4.5, '-', 5.0, '-', '-', '-', '-', '-', 2.0, '-', 5.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
325,dedic8,Sergei Lobanov,https://images.chesscomfiles.com/uploads/v1/user/38409636.940b76aa.200x200o.f1035723bc69.jpeg,2763,46.5,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', 8.5, '-', '-', '-', '-', '-', 2.5, '-', 4.5, 4.5, '-', '-', '-', '-', '-', '-', '-', '-', 4.0, '-', '-', '-', 2.5, '-', '-', 0.5, '-', 5.0, 4.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', 4.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
217,caracternin123,Santiago Avila Pavas,https://images.chesscomfiles.com/uploads/v1/user/35801208.8a2d50af.200x200o.78b2714d16be.jpg,2749,46,"[6.0, 6.0, 7.0, '-', '-', '-', '-', '-', 7.5, 5.0, '-', 1.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', 7.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
219,cassoulet,Jonathan Dourérassou,https://images.chesscomfiles.com/uploads/v1/user/5036632.fed9d4d3.200x200o.d03f500f40e7.png,2720,45.5,"[5.0, 7.0, '-', '-', 7.5, '-', '-', '-', 1.0, 7.0, '-', 7.5, '-', '-', '-', 6.5, '-', 4.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
70,andreikka,Andrey Esipenko,https://images.chesscomfiles.com/uploads/v1/user/10767030.e0825f66.200x200o.7e9a1d92598d.jpeg,2938,45,"['-', '-', '-', '-', 8.5, 6.5, '-', '-', '-', '-', '-', 4.0, '-', '-', '-', '-', 1.0, '-', '-', '-', '-', '-', 6.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', 9.0, 7.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 0.0, '-', '-', '-', '-', '-', '-', '-', '-', 2.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1414,viditchess,Vidit Gujrathi,https://images.chesscomfiles.com/uploads/v1/user/8274000.18a13248.200x200o.7611a9919a1d.jpeg,3044,45,"['-', '-', 6.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 8.0, '-', 8.0, 6.0, 8.0, '-', '-', '-', '-', '-', 8.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
284,contrversia,Valery Kazakouski,https://images.chesscomfiles.com/uploads/v1/user/194673317.dfba42f3.200x200o.f72599d1a545.jpg,2827,44,"['-', '-', '-', 7.0, '-', '-', '-', 7.5, 8.0, 7.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 7.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
847,lachesisq,Ian Nepomniachtchi,https://images.chesscomfiles.com/uploads/v1/user/28417564.52bcb958.200x200o.70405d79e5d2.jpeg,3084,44,"[3.5, '-', 9.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 9.5, '-', 9.0, 8.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', 4.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
236,chernobay_artem,Artem Chernobay,https://images.chesscomfiles.com/uploads/v1/user/51712484.34a6d3bd.200x200o.dea015f462a2.jpg,2633,43,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 7.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 5.0, '-', '-', '-', '-', '-', 7.0, '-', '-', '-', 2.5, 4.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 5.0, '-', 5.5, 7.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
611,gm_rashid,Raset Ziatdinov,https://images.chesscomfiles.com/uploads/v1/user/25365210.fe989a35.200x200o.4a3b3ecaf9a0.jpeg,2298,42,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 4.0, 4.5, 4.5, 1.5, 4.5, '-', 3.5, '-', '-', 3.5, 6.0, '-', '-', '-', '-', '-', '-', '-', 4.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
853,lastgladiator1,Aydin Suleymanli,https://images.chesscomfiles.com/uploads/v1/user/43302154.2d19d2a6.200x200o.1a78e98f7db2.jpeg,2935,42,"['-', '-', '-', '-', '-', '-', '-', 2.0, '-', '-', '-', 5.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 8.0, '-', '-', 7.5, 9.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.0, 4.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
629,grandelicious,Nils Grandelius,https://images.chesscomfiles.com/uploads/v1/user/32314690.9e2656c9.200x200o.66767f521b22.jpeg,2867,41.5,"['-', '-', '-', '-', 7.5, '-', '-', '-', 7.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 7.5, '-', '-', '-', 6.5, '-', 7.0, '-', '-', '-', 5.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1437,vladislavkovalev,Vladislav Kovalev,,2935,41.5,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.5, 5.0, 3.0, '-', '-', 6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 8.0, '-', 8.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 5.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
841,kuli4ik,Mikhail Demidov,https://images.chesscomfiles.com/uploads/v1/user/39801338.fa3948bd.200x200o.67b922df1581.jpeg,2904,41,"['-', '-', '-', '-', 2.0, '-', '-', '-', '-', '-', '-', 4.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 7.0, '-', 0.0, '-', 8.5, 5.0, '-', '-', '-', 7.5, '-', '-', '-', 7.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1374,tormoz,Daniel Fridman,https://images.chesscomfiles.com/uploads/v1/user/33176677.47ba324a.200x200o.712b35ac1695.jpeg,2868,40.5,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 9.0, 8.0, 5.5, '-', 5.0, '-', '-', '-', '-', '-', 5.5, '-', '-', '-', '-', '-', 7.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1151,quintilianor,Renato Quintiliano,https://images.chesscomfiles.com/uploads/v1/user/9544868.2786ff40.200x200o.6112e19cdc20.jpeg,2678,40,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.5, '-', 7.5, '-', 7.0, '-', '-', '-', 6.5, '-', 6.5, '-', '-', '-', '-', 6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1145,qashashvilialexandre,Alexandre Qashashvili,,2285,39,"[4.5, '-', 6.0, '-', 4.5, '-', '-', '-', '-', '-', 3.0, '-', '-', '-', '-', '-', 3.0, '-', 2.5, '-', '-', '-', '-', '-', 4.0, '-', 4.5, '-', 3.0, 4.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
536,gmedmundo,Eduard Andreev,https://images.chesscomfiles.com/uploads/v1/user/39733216.ca7139f6.200x200o.93ec543972e4.jpeg,2597,39,"[5.0, 5.0, 7.0, 6.0, 6.5, 3.5, '-', '-', '-', '-', '-', '-', '-', '-', 6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1150,quietsunset,,,2690,38.5,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.0, '-', 5.5, 7.0, 7.0, 8.0, '-', '-', 5.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
613,gm_shahin,Shahin Lorparizangeneh,https://images.chesscomfiles.com/uploads/v1/user/5366126.e49b233e.200x200o.98d1c2ff7cde.jpeg,2692,38.5,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 5.0, '-', '-', '-', 5.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 5.0, '-', '-', '-', '-', '-', 7.5, 3.0, 5.5, 2.0, 2.5, '-', 3.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
631,grigorgrigorov,Grigor Grigorov,https://images.chesscomfiles.com/uploads/v1/user/7557400.6f92dfd1.200x200o.902bfa60d0c1.png,2795,38.5,"['-', '-', '-', '-', '-', 2.0, '-', '-', 1.0, '-', 1.0, 5.5, '-', '-', '-', '-', 2.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 2.5, '-', '-', 3.5, '-', 4.0, 2.0, 1.0, 4.0, '-', 6.0, 0.0, 4.0, '-', '-', '-', '-', 0.0, '-', 0.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 0.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1214,salem-ar,Salem AR Saleh,https://images.chesscomfiles.com/uploads/v1/user/27168196.4c1ff3d9.200x200o.e7f139ecd010.jpeg,3003,38.5,"['-', '-', 9.0, '-', '-', '-', '-', '-', '-', 8.5, '-', 8.0, '-', 4.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 8.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
818,kobalia,Mikhail Kobalia,https://images.chesscomfiles.com/uploads/v1/user/45410366.df2769e8.200x200o.e6799f2d04bb.jpeg,2699,38,"[7.0, 7.5, 5.5, 4.5, 7.5, 4.5, '-', '-', '-', '-', '-', '-', 1.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1063,ok97,Ori Kobo,https://images.chesscomfiles.com/uploads/v1/user/37894476.babfe09c.200x200o.b69a1ddde3ee.jpeg,2753,38,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 3.0, '-', 7.5, '-', '-', '-', '-', '-', '-', 6.0, 6.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.5, '-', 7.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 1.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
370,drycounty,,https://images.chesscomfiles.com/uploads/v1/user/31787828.c4913fff.200x200o.cd86f442c32d.jpeg,2637,36.5,"['-', 5.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.0, '-', 6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 5.5, '-', 6.5, '-', '-', '-', '-', '-', '-', '-', 7.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
903,maciek_92,Maciej Klekowski,https://images.chesscomfiles.com/uploads/v1/user/13316450.cbb29f01.200x200o.f26479ac41d1.jpeg,2735,36,"['-', '-', '-', '-', '-', '-', '-', '-', 4.0, 4.5, '-', '-', '-', '-', '-', '-', '-', 1.5, '-', '-', '-', 1.0, '-', 5.0, '-', 1.0, '-', '-', '-', 1.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 2.5, '-', '-', '-', '-', '-', '-', '-', '-', 5.0, '-', 5.0, '-', '-', '-', '-', '-', 5.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
843,kuzubovyuriy,Yuriy Kuzubov,https://images.chesscomfiles.com/uploads/v1/user/26571410.e2aa45c6.200x200o.6a9a072c2166.jpeg,2924,35.5,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.5, '-', '-', '-', 7.0, 9.5, 4.0, '-', '-', '-', '-', '-', '-', '-', 8.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
10,abhidabhi,Abhimanyu Puranik,https://images.chesscomfiles.com/uploads/v1/user/17884042.fb9f57ac.200x200o.823a0da5d453.jpeg,2979,35.5,"[8.5, '-', 5.0, '-', 6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 8.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 8.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1402,vanina1989,Valentina Gunina,https://images.chesscomfiles.com/uploads/v1/user/33007570.aaaa4a11.200x200o.48ee3807f1da.jpeg,2700,35,"[6.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 6.5, '-', '-', '-', '-', '-', 7.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 3.0, '-', 6.5, '-', 6.0, '-', '-', '-', 0.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
1204,ruifeng,Ruifeng Li,https://images.chesscomfiles.com/uploads/v1/user/7734272.7f96ab67.200x200o.6f3d9c2841fa.png,2880,35,"['-', 0.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 7.5, '-', 4.5, '-', 2.5, '-', 5.5, '-', '-', '-', 5.5, '-', '-', '-', 5.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 3.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
933,masmos97,Masoud Mosadeghpour,,2974,35,"['-', 9.5, '-', 8.5, '-', '-', '-', 2.0, 6.5, 8.5, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
140,bacallao2019,Yusnel Bacallao Alonso,https://images.chesscomfiles.com/uploads/v1/user/62104636.e221d61f.200x200o.4652b462b1ca.jpeg,2773,34.5,"['-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', 5.5, 7.0, '-', 7.0, '-', 8.0, '-', 7.0, '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-', '-']"
